query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature636,NZ_AP026110.1,100.0,100.0,100,1,100,1204751,1204652
Feature636,NZ_AP026110.1,100.0,100.0,100,1,100,2493728,2493827
Feature636,NZ_AP026110.1,100.0,100.0,100,1,100,2749157,2749256
Feature638,NZ_AP026110.1,100.0,100.0,83,1,83,924660,924742
Feature638,NZ_AP026110.1,100.0,100.0,83,1,83,2161002,2160920
Feature640,NZ_AP026110.1,100.0,100.0,100,1,100,1208314,1208215
Feature640,NZ_AP026110.1,100.0,100.0,100,1,100,2745594,2745693
Feature642,NZ_AP026110.1,100.0,100.0,100,1,100,1204659,1204758
Feature642,NZ_AP026110.1,100.0,100.0,100,1,100,2493820,2493721
Feature642,NZ_AP026110.1,100.0,100.0,100,1,100,2749249,2749150
Feature644,NZ_AP026110.1,100.0,100.0,100,1,100,1204742,1204643
Feature644,NZ_AP026110.1,100.0,100.0,100,1,100,2493737,2493836
Feature644,NZ_AP026110.1,100.0,100.0,100,1,100,2749166,2749265
Feature645,NZ_AP026110.1,100.0,100.0,87,1,87,1499658,1499744
Feature646,NZ_AP026110.1,100.0,100.0,87,1,87,3076394,3076480
Feature648,NZ_AP026110.1,100.0,100.0,85,1,85,2514251,2514335
Feature649,NZ_AP026110.1,100.0,100.0,100,1,100,2514244,2514343
Feature651,NZ_AP026110.1,100.0,100.0,95,1,95,1499726,1499632
Feature653,NZ_AP026110.1,100.0,100.0,100,1,100,1498737,1498836
Feature654,NZ_AP026110.1,100.0,100.0,100,1,100,4342035,4342134
Feature655,NZ_AP026110.1,100.0,100.0,100,1,100,1205149,1205248
Feature655,NZ_AP026110.1,100.0,100.0,100,1,100,2493330,2493231
Feature655,NZ_AP026110.1,100.0,100.0,100,1,100,2748759,2748660
Feature664,NZ_AP026110.1,100.0,100.0,98,1,98,924656,924753
Feature664,NZ_AP026110.1,100.0,100.0,98,1,98,2161006,2160909
Feature665,NZ_AP026110.1,100.0,100.0,98,1,98,1710406,1710503
Feature667,NZ_AP026110.1,100.0,100.0,86,1,86,3076480,3076395
Feature668,NZ_AP026110.1,100.0,100.0,100,1,100,2744918,2744819
Feature670,NZ_AP026110.1,100.0,100.0,100,1,100,1710406,1710505
Feature674,NZ_AP026110.1,100.0,100.0,100,1,100,1212641,1212740
Feature674,NZ_AP026110.1,100.0,100.0,100,1,100,2485231,2485132
Feature676,NZ_AP026110.1,100.0,100.0,95,1,95,1698033,1697939
Feature679,NZ_AP026110.1,100.0,100.0,89,1,89,2514342,2514254
Feature680,NZ_AP026110.1,100.0,100.0,100,1,100,924757,924658
Feature680,NZ_AP026110.1,100.0,100.0,100,1,100,2160905,2161004
Feature684,NZ_AP026110.1,100.0,100.0,100,1,100,3077815,3077716
Feature685,NZ_AP026110.1,100.0,100.0,100,1,100,1204744,1204645
Feature685,NZ_AP026110.1,100.0,100.0,100,1,100,2493735,2493834
Feature685,NZ_AP026110.1,100.0,100.0,100,1,100,2749164,2749263
Feature689,NZ_AP026110.1,100.0,100.0,98,1,98,2514340,2514243
Feature693,NZ_AP026110.1,100.0,100.0,88,1,88,1703349,1703262
Feature693,NZ_AP026110.1,100.0,100.0,88,1,88,2487566,2487653
Feature696,NZ_AP026110.1,100.0,100.0,97,1,97,1698040,1697944
Feature699,NZ_AP026110.1,100.0,100.0,82,1,82,1204675,1204756
Feature699,NZ_AP026110.1,100.0,100.0,82,1,82,2493804,2493723
Feature699,NZ_AP026110.1,100.0,100.0,82,1,82,2749233,2749152
Feature703,NZ_AP026110.1,100.0,100.0,100,1,100,1205264,1205165
Feature703,NZ_AP026110.1,100.0,100.0,100,1,100,2493215,2493314
Feature703,NZ_AP026110.1,100.0,100.0,100,1,100,2748644,2748743
Feature707,NZ_AP026110.1,100.0,100.0,80,1,80,1702058,1702137
Feature709,NZ_AP026110.1,100.0,100.0,100,1,100,1204756,1204657
Feature709,NZ_AP026110.1,100.0,100.0,100,1,100,2493723,2493822
Feature709,NZ_AP026110.1,100.0,100.0,100,1,100,2749152,2749251
Feature713,NZ_AP026110.1,100.0,100.0,97,1,97,1499728,1499632
Feature718,NZ_AP026110.1,100.0,100.0,100,1,100,1204653,1204752
Feature718,NZ_AP026110.1,100.0,100.0,100,1,100,2493826,2493727
Feature718,NZ_AP026110.1,100.0,100.0,100,1,100,2749255,2749156
Feature719,NZ_AP026110.1,100.0,100.0,89,1,89,2514339,2514251
Feature730,NZ_AP026110.1,100.0,100.0,100,1,100,3076462,3076363
Feature731,NZ_AP026110.1,100.0,100.0,95,1,95,2514345,2514251
Feature734,NZ_AP026110.1,100.0,100.0,100,1,100,1703354,1703255
Feature734,NZ_AP026110.1,100.0,100.0,100,1,100,2487561,2487660
Feature735,NZ_AP026110.1,100.0,100.0,82,1,82,3076473,3076392
Feature738,NZ_AP026110.1,100.0,100.0,84,1,84,3076478,3076395
Feature748,NZ_AP026110.1,100.0,100.0,100,1,100,1698039,1697940
Feature749,NZ_AP026110.1,100.0,100.0,100,1,100,4758476,4758377
Feature756,NZ_AP026110.1,100.0,100.0,82,1,82,1204670,1204751
Feature756,NZ_AP026110.1,100.0,100.0,82,1,82,2493809,2493728
Feature756,NZ_AP026110.1,100.0,100.0,82,1,82,2749238,2749157
Feature757,NZ_AP026110.1,100.0,100.0,100,1,100,1499651,1499750
Feature761,NZ_AP026110.1,100.0,100.0,100,1,100,3077775,3077676
Feature764,NZ_AP026110.1,100.0,100.0,89,1,89,1703349,1703261
Feature764,NZ_AP026110.1,100.0,100.0,89,1,89,2487566,2487654
Feature770,NZ_AP026110.1,100.0,100.0,92,1,92,1207386,1207295
Feature770,NZ_AP026110.1,100.0,100.0,92,1,92,2746522,2746613
Feature771,NZ_AP026110.1,100.0,100.0,90,1,90,1499650,1499739
Feature772,NZ_AP026110.1,100.0,100.0,93,1,93,1699382,1699474
Feature772,NZ_AP026110.1,100.0,100.0,93,1,93,1746800,1746892
Feature774,NZ_AP026110.1,100.0,100.0,100,1,100,1212660,1212759
Feature774,NZ_AP026110.1,100.0,100.0,100,1,100,1212801,1212900
Feature774,NZ_AP026110.1,100.0,100.0,100,1,100,2484930,2484831
Feature774,NZ_AP026110.1,100.0,100.0,100,1,100,2485071,2484972
Feature774,NZ_AP026110.1,100.0,100.0,100,1,100,2485212,2485113
Feature775,NZ_AP026110.1,100.0,100.0,90,1,90,1703346,1703257
Feature775,NZ_AP026110.1,100.0,100.0,90,1,90,2487569,2487658
Feature776,NZ_AP026110.1,100.0,100.0,100,1,100,2769276,2769375
Feature780,NZ_AP026110.1,100.0,100.0,100,1,100,1204656,1204755
Feature780,NZ_AP026110.1,100.0,100.0,100,1,100,2493823,2493724
Feature780,NZ_AP026110.1,100.0,100.0,100,1,100,2749252,2749153
Feature786,NZ_AP026110.1,100.0,100.0,100,1,100,3077749,3077650
Feature787,NZ_AP026110.1,100.0,100.0,100,1,100,5252891,5252990
Feature790,NZ_AP026110.1,100.0,100.0,96,1,96,1499745,1499650
Feature796,NZ_AP026110.1,100.0,100.0,100,1,100,1212638,1212737
Feature796,NZ_AP026110.1,100.0,100.0,100,1,100,2485234,2485135
Feature798,NZ_AP026110.1,100.0,100.0,99,1,99,2513196,2513098
Feature803,NZ_AP026110.1,100.0,100.0,96,1,96,2372124,2372029
Feature805,NZ_AP026110.1,100.0,100.0,100,1,100,1204642,1204741
Feature805,NZ_AP026110.1,100.0,100.0,100,1,100,2493837,2493738
Feature805,NZ_AP026110.1,100.0,100.0,100,1,100,2749266,2749167
Feature807,NZ_AP026110.1,100.0,100.0,81,1,81,1699398,1699478
Feature807,NZ_AP026110.1,100.0,100.0,81,1,81,1746816,1746896
Feature809,NZ_AP026110.1,100.0,100.0,100,1,100,3077810,3077711
Feature813,NZ_AP026110.1,100.0,100.0,95,1,95,1499744,1499650
Feature819,NZ_AP026110.1,100.0,100.0,100,1,100,1499749,1499650
Feature823,NZ_AP026110.1,100.0,100.0,100,1,100,2514348,2514249
Feature828,NZ_AP026110.1,100.0,100.0,100,1,100,3078037,3077938
Feature836,NZ_AP026110.1,100.0,100.0,100,1,100,2372125,2372026
Feature837,NZ_AP026110.1,100.0,100.0,100,1,100,1710408,1710507
Feature845,NZ_AP026110.1,100.0,100.0,100,1,100,4506695,4506794
Feature854,NZ_AP026110.1,100.0,100.0,100,1,100,2744917,2744818
Feature858,NZ_AP026110.1,100.0,100.0,100,1,100,4506658,4506757
Feature866,NZ_AP026110.1,100.0,100.0,100,1,100,4342135,4342036
Feature867,NZ_AP026110.1,100.0,100.0,92,1,92,1746914,1746823
Feature868,NZ_AP026110.1,100.0,100.0,100,1,100,1715882,1715783
Feature872,NZ_AP026110.1,100.0,100.0,100,1,100,4506764,4506665
Feature873,NZ_AP026110.1,100.0,100.0,100,1,100,4342136,4342037
Feature874,NZ_AP026110.1,100.0,100.0,100,1,100,4506645,4506744
Feature877,NZ_AP026110.1,100.0,100.0,100,1,100,4506689,4506788
Feature882,NZ_AP026110.1,100.0,100.0,100,1,100,4506707,4506806
Feature883,NZ_AP026110.1,100.0,100.0,100,1,100,1208316,1208217
Feature883,NZ_AP026110.1,100.0,100.0,100,1,100,2745592,2745691
Feature886,NZ_AP026110.1,100.0,100.0,100,1,100,3077763,3077664
Feature887,NZ_AP026110.1,100.0,100.0,100,1,100,4506752,4506653
Feature889,NZ_AP026110.1,100.0,100.0,100,1,100,1208315,1208216
Feature889,NZ_AP026110.1,100.0,100.0,100,1,100,2745593,2745692
Feature906,NZ_AP026110.1,100.0,100.0,100,1,100,252232,252331
Feature911,NZ_AP026110.1,100.0,100.0,100,1,100,2512343,2512244
Feature963,NZ_AP026110.1,100.0,100.0,100,1,100,3077761,3077662
Feature965,NZ_AP026110.1,100.0,100.0,90,1,90,2514340,2514251
Feature968,NZ_AP026110.1,100.0,100.0,100,1,100,4342132,4342033
Feature973,NZ_AP026110.1,100.0,100.0,100,1,100,4342129,4342030
Feature978,NZ_AP026110.1,100.0,100.0,100,1,100,1746823,1746922
Feature991,NZ_AP026110.1,100.0,100.0,100,1,100,4342128,4342029
Feature992,NZ_AP026110.1,100.0,100.0,100,1,100,1204665,1204764
Feature992,NZ_AP026110.1,100.0,100.0,100,1,100,2493814,2493715
Feature992,NZ_AP026110.1,100.0,100.0,100,1,100,2749243,2749144
Feature995,NZ_AP026110.1,100.0,100.0,100,1,100,1204644,1204743
Feature995,NZ_AP026110.1,100.0,100.0,100,1,100,2493835,2493736
Feature995,NZ_AP026110.1,100.0,100.0,100,1,100,2749264,2749165
Feature998,NZ_AP026110.1,100.0,100.0,100,1,100,3077654,3077753
Feature1016,NZ_AP026110.1,100.0,100.0,82,1,82,1746914,1746833
Feature1018,NZ_AP026110.1,100.0,100.0,100,1,100,1204747,1204648
Feature1018,NZ_AP026110.1,100.0,100.0,100,1,100,2493732,2493831
Feature1018,NZ_AP026110.1,100.0,100.0,100,1,100,2749161,2749260
Feature1023,NZ_AP026110.1,100.0,100.0,100,1,100,1755257,1755158
Feature1025,NZ_AP026110.1,100.0,100.0,95,1,95,2372123,2372029
Feature1036,NZ_AP026110.1,100.0,100.0,100,1,100,4342202,4342103
Feature1037,NZ_AP026110.1,100.0,100.0,100,1,100,4342208,4342109
Feature1040,NZ_AP026110.1,100.0,100.0,100,1,100,4342102,4342201
Feature1041,NZ_AP026110.1,100.0,100.0,100,1,100,1212757,1212658
Feature1041,NZ_AP026110.1,100.0,100.0,100,1,100,1212898,1212799
Feature1041,NZ_AP026110.1,100.0,100.0,100,1,100,2484833,2484932
Feature1041,NZ_AP026110.1,100.0,100.0,100,1,100,2484974,2485073
Feature1041,NZ_AP026110.1,100.0,100.0,100,1,100,2485115,2485214
Feature1045,NZ_AP026110.1,100.0,100.0,100,1,100,2514252,2514351
Feature1046,NZ_AP026110.1,100.0,100.0,100,1,100,2514350,2514251
Feature1047,NZ_AP026110.1,100.0,100.0,100,1,100,1499751,1499652
Feature1048,NZ_AP026110.1,100.0,100.0,100,1,100,2514352,2514253
Feature1050,NZ_AP026110.1,100.0,100.0,100,1,100,1755153,1755252
Feature1052,NZ_AP026110.1,100.0,100.0,100,1,100,4342204,4342105
Feature1053,NZ_AP026110.1,100.0,100.0,93,1,93,1729022,1729114
Feature1053,NZ_AP026110.1,100.0,100.0,93,1,93,2510220,2510128
Feature1054,NZ_AP026110.1,100.0,100.0,100,1,100,4342106,4342205
Feature1055,NZ_AP026110.1,100.0,100.0,100,1,100,4342206,4342107
Feature1056,NZ_AP026110.1,100.0,100.0,100,1,100,4342200,4342101
Feature1063,NZ_AP026110.1,100.0,100.0,100,1,100,3077766,3077667
Feature1071,NZ_AP026110.1,100.0,100.0,100,1,100,2744805,2744904
Feature1087,NZ_AP026110.1,100.0,100.0,91,1,91,1755261,1755171
Feature1088,NZ_AP026110.1,100.0,100.0,100,1,100,1204760,1204661
Feature1088,NZ_AP026110.1,100.0,100.0,100,1,100,2493719,2493818
Feature1088,NZ_AP026110.1,100.0,100.0,100,1,100,2749148,2749247
Feature1090,NZ_AP026110.1,100.0,100.0,100,1,100,3077772,3077673
Feature1091,NZ_AP026110.1,100.0,100.0,100,1,100,3077658,3077757
Feature1093,NZ_AP026110.1,100.0,100.0,100,1,100,3077723,3077822
Feature1099,NZ_AP026110.1,100.0,100.0,100,1,100,1204664,1204763
Feature1099,NZ_AP026110.1,100.0,100.0,100,1,100,2493815,2493716
Feature1099,NZ_AP026110.1,100.0,100.0,100,1,100,2749244,2749145
Feature1101,NZ_AP026110.1,100.0,100.0,100,1,100,1204662,1204761
Feature1101,NZ_AP026110.1,100.0,100.0,100,1,100,2493817,2493718
Feature1101,NZ_AP026110.1,100.0,100.0,100,1,100,2749246,2749147
Feature1105,NZ_AP026110.1,100.0,100.0,100,1,100,1204663,1204762
Feature1105,NZ_AP026110.1,100.0,100.0,100,1,100,2493816,2493717
Feature1105,NZ_AP026110.1,100.0,100.0,100,1,100,2749245,2749146
Feature1109,NZ_AP026110.1,100.0,100.0,100,1,100,3077816,3077717
Feature1111,NZ_AP026110.1,100.0,100.0,100,1,100,2372027,2372126
Feature1112,NZ_AP026110.1,100.0,100.0,81,1,81,3077962,3078042
Feature1113,NZ_AP026110.1,100.0,100.0,100,1,100,4342203,4342104
Feature1125,NZ_AP026110.1,100.0,100.0,100,1,100,1499655,1499754
Feature1127,NZ_AP026110.1,100.0,100.0,83,1,83,3076477,3076395
Feature1135,NZ_AP026110.1,100.0,100.0,100,1,100,3077756,3077657
Feature1144,NZ_AP026110.1,100.0,100.0,100,1,100,1204654,1204753
Feature1144,NZ_AP026110.1,100.0,100.0,100,1,100,2493825,2493726
Feature1144,NZ_AP026110.1,100.0,100.0,100,1,100,2749254,2749155
Feature1148,NZ_AP026110.1,100.0,100.0,100,1,100,4342133,4342034
Feature1163,NZ_AP026110.1,100.0,100.0,100,1,100,4506644,4506743
Feature1167,NZ_AP026110.1,100.0,100.0,100,1,100,3077792,3077693
Feature1168,NZ_AP026110.1,100.0,100.0,100,1,100,3077686,3077785
Feature1169,NZ_AP026110.1,100.0,100.0,100,1,100,3077798,3077699
Feature1171,NZ_AP026110.1,100.0,100.0,100,1,100,3077787,3077688
Feature1172,NZ_AP026110.1,100.0,100.0,100,1,100,3077791,3077692
Feature1176,NZ_AP026110.1,100.0,100.0,100,1,100,3077795,3077696
Feature1177,NZ_AP026110.1,100.0,100.0,93,1,93,1703349,1703257
Feature1177,NZ_AP026110.1,100.0,100.0,93,1,93,2487566,2487658
Feature1178,NZ_AP026110.1,100.0,100.0,100,1,100,3077788,3077689
Feature1180,NZ_AP026110.1,100.0,100.0,100,1,100,3077691,3077790
Feature1181,NZ_AP026110.1,100.0,100.0,100,1,100,924656,924755
Feature1181,NZ_AP026110.1,100.0,100.0,100,1,100,2161006,2160907
Feature1182,NZ_AP026110.1,100.0,100.0,100,1,100,3077793,3077694
Feature1183,NZ_AP026110.1,100.0,100.0,100,1,100,3077698,3077797
Feature1184,NZ_AP026110.1,100.0,100.0,100,1,100,3077697,3077796
Feature1185,NZ_AP026110.1,100.0,100.0,100,1,100,3077786,3077687
Feature1186,NZ_AP026110.1,100.0,100.0,100,1,100,1670342,1670243
Feature1188,NZ_AP026110.1,100.0,100.0,93,1,93,1703254,1703346
Feature1188,NZ_AP026110.1,100.0,100.0,93,1,93,2487661,2487569
Feature1189,NZ_AP026110.1,100.0,100.0,100,1,100,3078051,3077952
Feature1191,NZ_AP026110.1,100.0,100.0,100,1,100,3077944,3078043
Feature1206,NZ_AP026110.1,100.0,100.0,91,1,91,2514341,2514251
Feature1208,NZ_AP026110.1,100.0,100.0,98,1,98,2514348,2514251
Feature1209,NZ_AP026110.1,100.0,100.0,92,1,92,2514342,2514251
Feature1235,NZ_AP026110.1,100.0,100.0,81,1,81,3076472,3076392
Feature1238,NZ_AP026110.1,100.0,100.0,95,1,95,1703351,1703257
Feature1238,NZ_AP026110.1,100.0,100.0,95,1,95,2487564,2487658
Feature1240,NZ_AP026110.1,100.0,100.0,100,1,100,1710506,1710407
Feature1265,NZ_AP026110.1,100.0,100.0,100,1,100,3078049,3077950
Feature1266,NZ_AP026110.1,100.0,100.0,100,1,100,3078048,3077949
Feature1267,NZ_AP026110.1,100.0,100.0,100,1,100,3078052,3077953
Feature1268,NZ_AP026110.1,100.0,100.0,100,1,100,2514345,2514246
Feature1269,NZ_AP026110.1,100.0,100.0,100,1,100,3078047,3077948
Feature1270,NZ_AP026110.1,100.0,100.0,100,1,100,3077945,3078044
Feature1271,NZ_AP026110.1,100.0,100.0,100,1,100,3078045,3077946
Feature1294,NZ_AP026110.1,100.0,100.0,87,1,87,1703260,1703346
Feature1294,NZ_AP026110.1,100.0,100.0,87,1,87,2487655,2487569
Feature1295,NZ_AP026110.1,100.0,100.0,100,1,100,3077943,3078042
Feature1298,NZ_AP026110.1,100.0,100.0,100,1,100,2514347,2514248
Feature1301,NZ_AP026110.1,100.0,100.0,99,1,99,1723888,1723790
Feature1302,NZ_AP026110.1,100.0,100.0,96,1,96,1703254,1703349
Feature1302,NZ_AP026110.1,100.0,100.0,96,1,96,2487661,2487566
Feature1303,NZ_AP026110.1,100.0,100.0,100,1,100,3078041,3077942
Feature1304,NZ_AP026110.1,100.0,100.0,82,1,82,1499658,1499739
Feature1306,NZ_AP026110.1,100.0,100.0,86,1,86,1703346,1703261
Feature1306,NZ_AP026110.1,100.0,100.0,86,1,86,2487569,2487654
Feature1316,NZ_AP026110.1,100.0,100.0,100,1,100,924662,924761
Feature1316,NZ_AP026110.1,100.0,100.0,100,1,100,2161000,2160901
Feature1317,NZ_AP026110.1,100.0,100.0,100,1,100,924660,924759
Feature1317,NZ_AP026110.1,100.0,100.0,100,1,100,2161002,2160903
Feature1331,NZ_AP026110.1,100.0,100.0,100,1,100,1667935,1667836
Feature1332,NZ_AP026110.1,100.0,100.0,100,1,100,924763,924664
Feature1332,NZ_AP026110.1,100.0,100.0,100,1,100,2160899,2160998
Feature1333,NZ_AP026110.1,100.0,100.0,100,1,100,924659,924758
Feature1333,NZ_AP026110.1,100.0,100.0,100,1,100,2161003,2160904
Feature1342,NZ_AP026110.1,100.0,100.0,100,1,100,3077925,3078024
Feature1344,NZ_AP026110.1,100.0,100.0,84,1,84,3077959,3078042
Feature1348,NZ_AP026110.1,100.0,100.0,100,1,100,1212669,1212768
Feature1348,NZ_AP026110.1,100.0,100.0,100,1,100,1212810,1212909
Feature1348,NZ_AP026110.1,100.0,100.0,100,1,100,2484921,2484822
Feature1348,NZ_AP026110.1,100.0,100.0,100,1,100,2485062,2484963
Feature1348,NZ_AP026110.1,100.0,100.0,100,1,100,2485203,2485104
Feature1349,NZ_AP026110.1,100.0,100.0,100,1,100,1212672,1212771
Feature1349,NZ_AP026110.1,100.0,100.0,100,1,100,1212813,1212912
Feature1349,NZ_AP026110.1,100.0,100.0,100,1,100,2484918,2484819
Feature1349,NZ_AP026110.1,100.0,100.0,100,1,100,2485059,2484960
Feature1349,NZ_AP026110.1,100.0,100.0,100,1,100,2485200,2485101
Feature1359,NZ_AP026110.1,100.0,100.0,100,1,100,2514243,2514342
Feature1385,NZ_AP026110.1,100.0,100.0,100,1,100,3077919,3078018
Feature1388,NZ_AP026110.1,100.0,100.0,100,1,100,3077912,3078011
Feature1389,NZ_AP026110.1,100.0,100.0,100,1,100,1212639,1212738
Feature1389,NZ_AP026110.1,100.0,100.0,100,1,100,2485233,2485134
Feature1391,NZ_AP026110.1,100.0,100.0,100,1,100,924766,924667
Feature1391,NZ_AP026110.1,100.0,100.0,100,1,100,2160896,2160995
Feature1393,NZ_AP026110.1,100.0,100.0,100,1,100,3078015,3077916
Feature1394,NZ_AP026110.1,100.0,100.0,100,1,100,3078007,3077908
Feature1400,NZ_AP026110.1,100.0,100.0,100,1,100,3077911,3078010
Feature1401,NZ_AP026110.1,100.0,100.0,100,1,100,3077915,3078014
Feature1402,NZ_AP026110.1,100.0,100.0,100,1,100,3077909,3078008
Feature1415,NZ_AP026110.1,100.0,100.0,100,1,100,4506759,4506660
Feature1419,NZ_AP026110.1,100.0,100.0,97,1,97,1703260,1703356
Feature1419,NZ_AP026110.1,100.0,100.0,97,1,97,2487655,2487559
Feature1420,NZ_AP026110.1,100.0,100.0,80,1,80,1729035,1729114
Feature1420,NZ_AP026110.1,100.0,100.0,80,1,80,2510207,2510128
Feature1421,NZ_AP026110.1,100.0,100.0,99,1,99,2372127,2372029
Feature1424,NZ_AP026110.1,100.0,100.0,100,1,100,4506721,4506622
Feature1425,NZ_AP026110.1,100.0,100.0,100,1,100,4506613,4506712
Feature1426,NZ_AP026110.1,100.0,100.0,100,1,100,4506637,4506736
Feature1455,NZ_AP026110.1,100.0,100.0,100,1,100,1703254,1703353
Feature1455,NZ_AP026110.1,100.0,100.0,100,1,100,2487661,2487562
Feature1461,NZ_AP026110.1,100.0,100.0,97,1,97,1703254,1703350
Feature1461,NZ_AP026110.1,100.0,100.0,97,1,97,2487661,2487565
Feature1483,NZ_AP026110.1,100.0,100.0,100,1,100,1697944,1698043
Feature1486,NZ_AP026110.1,100.0,100.0,99,1,99,1698042,1697944
Feature1498,NZ_AP026110.1,100.0,100.0,100,1,100,2744900,2744801
Feature1502,NZ_AP026110.1,100.0,100.0,99,1,99,1697939,1698037
Feature1505,NZ_AP026110.1,100.0,100.0,100,1,100,4506770,4506671
Feature1506,NZ_AP026110.1,100.0,100.0,100,1,100,4506728,4506629
Feature1507,NZ_AP026110.1,100.0,100.0,100,1,100,4506614,4506713
Feature1509,NZ_AP026110.1,100.0,100.0,100,1,100,4506730,4506631
Feature1510,NZ_AP026110.1,100.0,100.0,100,1,100,4506765,4506666
Feature1513,NZ_AP026110.1,100.0,100.0,100,1,100,4506711,4506612
Feature1514,NZ_AP026110.1,100.0,100.0,100,1,100,4506802,4506703
Feature1521,NZ_AP026110.1,100.0,100.0,100,1,100,4506717,4506618
Feature1528,NZ_AP026110.1,100.0,100.0,100,1,100,252334,252235
Feature1531,NZ_AP026110.1,100.0,100.0,100,1,100,4506763,4506664
Feature1540,NZ_AP026110.1,100.0,100.0,100,1,100,3077846,3077747
Feature1542,NZ_AP026110.1,100.0,100.0,100,1,100,1499731,1499632
Feature1544,NZ_AP026110.1,100.0,100.0,100,1,100,3076468,3076369
Feature1545,NZ_AP026110.1,100.0,100.0,100,1,100,3076464,3076365
Feature1549,NZ_AP026110.1,100.0,100.0,82,1,82,1729125,1729044
Feature1549,NZ_AP026110.1,100.0,100.0,82,1,82,2510117,2510198
Feature1552,NZ_AP026110.1,100.0,100.0,100,1,100,3076373,3076472
Feature1553,NZ_AP026110.1,100.0,100.0,100,1,100,3076469,3076370
Feature1554,NZ_AP026110.1,100.0,100.0,100,1,100,3076471,3076372
Feature1555,NZ_AP026110.1,100.0,100.0,100,1,100,1499631,1499730
Feature1561,NZ_AP026110.1,100.0,100.0,100,1,100,3076465,3076366
Feature1562,NZ_AP026110.1,100.0,100.0,100,1,100,2303520,2303619
Feature1562,NZ_AP026110.1,100.0,100.0,100,1,100,2563225,2563126
Feature1566,NZ_AP026110.1,100.0,100.0,100,1,100,1499727,1499628
Feature1570,NZ_AP026110.1,100.0,100.0,100,1,100,1703251,1703350
Feature1570,NZ_AP026110.1,100.0,100.0,100,1,100,2487664,2487565
Feature1592,NZ_AP026110.1,100.0,100.0,100,1,100,3076466,3076367
Feature1595,NZ_AP026110.1,100.0,100.0,100,1,100,3076467,3076368
Feature1596,NZ_AP026110.1,100.0,100.0,100,1,100,1679837,1679936
Feature1596,NZ_AP026110.1,100.0,100.0,100,1,100,2511487,2511388
Feature1597,NZ_AP026110.1,100.0,100.0,91,1,91,3076472,3076382
Feature1602,NZ_AP026110.1,100.0,100.0,100,1,100,2514250,2514349
Feature1604,NZ_AP026110.1,100.0,100.0,100,1,100,3077750,3077849
Feature1627,NZ_AP026110.1,100.0,100.0,100,1,100,3077840,3077741
Feature1632,NZ_AP026110.1,100.0,100.0,100,1,100,3077734,3077833
Feature1633,NZ_AP026110.1,100.0,100.0,100,1,100,3077835,3077736
Feature1634,NZ_AP026110.1,100.0,100.0,82,1,82,1212771,1212690
Feature1634,NZ_AP026110.1,100.0,100.0,82,1,82,1212912,1212831
Feature1634,NZ_AP026110.1,100.0,100.0,82,1,82,2484819,2484900
Feature1634,NZ_AP026110.1,100.0,100.0,82,1,82,2484960,2485041
Feature1634,NZ_AP026110.1,100.0,100.0,82,1,82,2485101,2485182
Feature1638,NZ_AP026110.1,100.0,100.0,83,1,83,1703344,1703262
Feature1638,NZ_AP026110.1,100.0,100.0,83,1,83,2487571,2487653
Feature1651,NZ_AP026110.1,100.0,100.0,100,1,100,227292,227193
