query_id,subject_id,percent_identity,percent_coverage,alignment_length,query_start,query_end,subject_start,subject_end
Feature1046,AP026095.1,100.0,100.0,100,1,100,2141395,2141494
Feature1048,AP026095.1,100.0,100.0,100,1,100,2141393,2141492
Feature1050,AP026095.1,100.0,100.0,100,1,100,2607950,2608049
Feature1052,AP026095.1,100.0,100.0,100,1,100,4334090,4333991
Feature1053,AP026095.1,100.0,100.0,93,1,93,2145525,2145617
Feature1053,AP026095.1,100.0,100.0,93,1,93,2581821,2581913
Feature1054,AP026095.1,100.0,100.0,100,1,100,4333992,4334091
Feature1055,AP026095.1,100.0,100.0,100,1,100,4334092,4333993
Feature1056,AP026095.1,100.0,100.0,100,1,100,4334086,4333987
Feature1063,AP026095.1,100.0,100.0,100,1,100,1530569,1530668
Feature1071,AP026095.1,100.0,100.0,100,1,100,1853732,1853633
Feature1071,AP026095.1,100.0,100.0,100,1,100,2919163,2919262
Feature1087,AP026095.1,100.0,100.0,91,1,91,2608058,2607968
Feature1090,AP026095.1,100.0,100.0,100,1,100,1530563,1530662
Feature1091,AP026095.1,100.0,100.0,100,1,100,1530677,1530578
Feature1093,AP026095.1,100.0,100.0,100,1,100,1530612,1530513
Feature1109,AP026095.1,100.0,100.0,100,1,100,1530519,1530618
Feature1111,AP026095.1,100.0,100.0,100,1,100,3276774,3276873
Feature1113,AP026095.1,100.0,100.0,100,1,100,4334089,4333990
Feature1127,AP026095.1,100.0,100.0,83,1,83,1531858,1531940
Feature1128,AP026095.1,100.0,100.0,90,1,90,4999686,4999775
Feature1135,AP026095.1,100.0,100.0,100,1,100,1530579,1530678
Feature1148,AP026095.1,100.0,100.0,100,1,100,4334010,4333911
Feature1163,AP026095.1,100.0,100.0,100,1,100,4498863,4498962
Feature1167,AP026095.1,100.0,100.0,100,1,100,1530543,1530642
Feature1168,AP026095.1,100.0,100.0,100,1,100,1530649,1530550
Feature1169,AP026095.1,100.0,100.0,100,1,100,1530537,1530636
Feature1171,AP026095.1,100.0,100.0,100,1,100,1530548,1530647
Feature1172,AP026095.1,100.0,100.0,100,1,100,1530544,1530643
Feature1176,AP026095.1,100.0,100.0,100,1,100,1530540,1530639
Feature1177,AP026095.1,100.0,100.0,93,1,93,3393760,3393852
Feature1178,AP026095.1,100.0,100.0,100,1,100,1530547,1530646
Feature1180,AP026095.1,100.0,100.0,100,1,100,1530644,1530545
Feature1181,AP026095.1,100.0,100.0,100,1,100,3074248,3074149
Feature1181,AP026095.1,100.0,100.0,100,1,100,3680017,3679918
Feature1182,AP026095.1,100.0,100.0,100,1,100,1530542,1530641
Feature1183,AP026095.1,100.0,100.0,100,1,100,1530637,1530538
Feature1184,AP026095.1,100.0,100.0,100,1,100,1530638,1530539
Feature1185,AP026095.1,100.0,100.0,100,1,100,1530549,1530648
Feature1186,AP026095.1,100.0,100.0,100,1,100,2571059,2570960
Feature1188,AP026095.1,100.0,100.0,93,1,93,3393855,3393763
Feature1206,AP026095.1,100.0,100.0,91,1,91,2141404,2141494
Feature1208,AP026095.1,100.0,100.0,98,1,98,2141397,2141494
Feature1209,AP026095.1,100.0,100.0,92,1,92,2141403,2141494
Feature1235,AP026095.1,100.0,100.0,81,1,81,1531863,1531943
Feature1238,AP026095.1,100.0,100.0,95,1,95,3393758,3393852
Feature1268,AP026095.1,100.0,100.0,100,1,100,2141400,2141499
Feature1294,AP026095.1,100.0,100.0,87,1,87,3393849,3393763
Feature1298,AP026095.1,100.0,100.0,100,1,100,2141398,2141497
Feature1302,AP026095.1,100.0,100.0,96,1,96,3393855,3393760
Feature1306,AP026095.1,100.0,100.0,86,1,86,3393763,3393848
Feature1316,AP026095.1,100.0,100.0,100,1,100,3074242,3074143
Feature1316,AP026095.1,100.0,100.0,100,1,100,3680011,3679912
Feature1317,AP026095.1,100.0,100.0,100,1,100,3074244,3074145
Feature1317,AP026095.1,100.0,100.0,100,1,100,3680013,3679914
Feature1331,AP026095.1,100.0,100.0,100,1,100,2568652,2568553
Feature1331,AP026095.1,100.0,100.0,100,1,100,2955362,2955461
Feature1332,AP026095.1,100.0,100.0,100,1,100,3074141,3074240
Feature1332,AP026095.1,100.0,100.0,100,1,100,3679910,3680009
Feature1333,AP026095.1,100.0,100.0,100,1,100,3074245,3074146
Feature1333,AP026095.1,100.0,100.0,100,1,100,3680014,3679915
Feature1348,AP026095.1,100.0,100.0,100,1,100,3390974,3390875
Feature1348,AP026095.1,100.0,100.0,100,1,100,3391115,3391016
Feature1348,AP026095.1,100.0,100.0,100,1,100,3391256,3391157
Feature1348,AP026095.1,100.0,100.0,100,1,100,3391397,3391298
Feature1349,AP026095.1,100.0,100.0,100,1,100,3390971,3390872
Feature1349,AP026095.1,100.0,100.0,100,1,100,3391112,3391013
Feature1349,AP026095.1,100.0,100.0,100,1,100,3391253,3391154
Feature1349,AP026095.1,100.0,100.0,100,1,100,3391394,3391295
Feature1359,AP026095.1,100.0,100.0,100,1,100,2141502,2141403
Feature1389,AP026095.1,100.0,100.0,100,1,100,3391427,3391328
Feature1391,AP026095.1,100.0,100.0,100,1,100,3074138,3074237
Feature1391,AP026095.1,100.0,100.0,100,1,100,3679907,3680006
Feature1415,AP026095.1,100.0,100.0,100,1,100,4498978,4498879
Feature1419,AP026095.1,100.0,100.0,97,1,97,3393849,3393753
Feature1420,AP026095.1,100.0,100.0,80,1,80,2145538,2145617
Feature1420,AP026095.1,100.0,100.0,80,1,80,2581834,2581913
Feature1421,AP026095.1,100.0,100.0,99,1,99,3276874,3276776
Feature1424,AP026095.1,100.0,100.0,100,1,100,4498940,4498841
Feature1425,AP026095.1,100.0,100.0,100,1,100,4498832,4498931
Feature1426,AP026095.1,100.0,100.0,100,1,100,4498856,4498955
Feature1454,AP026095.1,100.0,100.0,100,1,100,2050618,2050717
Feature1455,AP026095.1,100.0,100.0,100,1,100,3393855,3393756
Feature1461,AP026095.1,100.0,100.0,97,1,97,3393855,3393759
Feature1483,AP026095.1,100.0,100.0,100,1,100,2072573,2072672
Feature1483,AP026095.1,100.0,100.0,100,1,100,2598160,2598259
Feature1486,AP026095.1,100.0,100.0,99,1,99,2072671,2072573
Feature1486,AP026095.1,100.0,100.0,99,1,99,2598258,2598160
Feature1487,AP026095.1,100.0,100.0,100,1,100,2916158,2916059
Feature1498,AP026095.1,100.0,100.0,100,1,100,1853637,1853736
Feature1498,AP026095.1,100.0,100.0,100,1,100,2919258,2919159
Feature1502,AP026095.1,100.0,100.0,99,1,99,2072568,2072666
Feature1502,AP026095.1,100.0,100.0,99,1,99,2598155,2598253
Feature1505,AP026095.1,100.0,100.0,100,1,100,4498989,4498890
Feature1506,AP026095.1,100.0,100.0,100,1,100,4498947,4498848
Feature1507,AP026095.1,100.0,100.0,100,1,100,4498833,4498932
Feature1509,AP026095.1,100.0,100.0,100,1,100,4498949,4498850
Feature1510,AP026095.1,100.0,100.0,100,1,100,4498984,4498885
Feature1513,AP026095.1,100.0,100.0,100,1,100,4498930,4498831
Feature1514,AP026095.1,100.0,100.0,100,1,100,4499021,4498922
Feature1521,AP026095.1,100.0,100.0,100,1,100,4498936,4498837
Feature1525,AP026095.1,100.0,100.0,100,1,100,252186,252285
Feature1526,AP026095.1,100.0,100.0,100,1,100,252300,252201
Feature1527,AP026095.1,100.0,100.0,100,1,100,252254,252155
Feature1528,AP026095.1,100.0,100.0,100,1,100,252252,252153
Feature1531,AP026095.1,100.0,100.0,100,1,100,4498982,4498883
Feature1540,AP026095.1,100.0,100.0,100,1,100,1530489,1530588
Feature1544,AP026095.1,100.0,100.0,100,1,100,1531867,1531966
Feature1545,AP026095.1,100.0,100.0,100,1,100,1531871,1531970
Feature1549,AP026095.1,100.0,100.0,82,1,82,2145628,2145547
Feature1549,AP026095.1,100.0,100.0,82,1,82,2581924,2581843
Feature1552,AP026095.1,100.0,100.0,100,1,100,1531962,1531863
Feature1553,AP026095.1,100.0,100.0,100,1,100,1531866,1531965
Feature1554,AP026095.1,100.0,100.0,100,1,100,1531864,1531963
Feature1561,AP026095.1,100.0,100.0,100,1,100,1531870,1531969
Feature1562,AP026095.1,100.0,100.0,100,1,100,2092520,2092619
Feature1562,AP026095.1,100.0,100.0,100,1,100,3215450,3215549
Feature1570,AP026095.1,100.0,100.0,100,1,100,3393858,3393759
Feature1592,AP026095.1,100.0,100.0,100,1,100,1531869,1531968
Feature1595,AP026095.1,100.0,100.0,100,1,100,1531868,1531967
Feature1596,AP026095.1,100.0,100.0,100,1,100,2144258,2144357
Feature1596,AP026095.1,100.0,100.0,100,1,100,2580554,2580653
Feature1597,AP026095.1,100.0,100.0,91,1,91,1531863,1531953
Feature1602,AP026095.1,100.0,100.0,100,1,100,2141495,2141396
Feature1604,AP026095.1,100.0,100.0,100,1,100,1530585,1530486
Feature1627,AP026095.1,100.0,100.0,100,1,100,1530495,1530594
Feature1632,AP026095.1,100.0,100.0,100,1,100,1530601,1530502
Feature1633,AP026095.1,100.0,100.0,100,1,100,1530500,1530599
Feature1634,AP026095.1,100.0,100.0,82,1,82,3390872,3390953
Feature1634,AP026095.1,100.0,100.0,82,1,82,3391013,3391094
Feature1634,AP026095.1,100.0,100.0,82,1,82,3391154,3391235
Feature1634,AP026095.1,100.0,100.0,82,1,82,3391295,3391376
Feature1638,AP026095.1,100.0,100.0,83,1,83,3393765,3393847
Feature1651,AP026095.1,100.0,100.0,100,1,100,227212,227113
